#_______________________________________________________________________________
#    ######   ####     ##             #####   #####     ##    #    #    ##
#    #       #        #  #            #    #  #    #   #  #   ##  ##   #  #
#    #####    ####   ######           #    #  #####   ######  # ## #  ######
#    #            #  #    #           #    #  #    #  #    #  #    #  #    #
#____######__#####___#____#___________#####___#____#__#____#__#____#__#____#____
#
#              ESA Debris Risk Assessment and Mitigation Analysis
#
#                         ---- DRAMA ( SESAM r2.3.0 ) ----
#                                      ESA 2018
#
#                         final state of ballooning objects
#-------------------------------------------------------------------------------
# Filename      : ballooningData.txt
# RunID         : PySara
# Content       : This file lists the ballooning objects,
#                 computed by the DRAMA 3 Re-entry Analysis.
# Documentation : DRAMA Software User Manual, section OPERATIONS MANUAL / Normal operation / SARA / SARA Simulation Output / Re-entry simulation output
#
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#  Time [s]  Altitude [km]  Lat [deg]  Lon [deg]  Velocity [km/s]   Downrange [km]       Drag       Lift       Side    Knudsen       Mach                UniqueID                  Name
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   441.868          70.031    -43.764   -113.284            2.289         3456.598      1.004      0.000      0.000    0.00180    8.05185  1f19522d-2f3c-43e6-a00c-b01d1ab94228  PPDU
   459.863          68.006    -44.944   -113.659            2.213         3591.263      1.154      0.000      0.000    0.00140    7.68650  56f33935-71e7-4b62-bc25-5f086ef8f008  CTU
   438.149          70.716    -43.683   -113.259            1.989         3447.282      1.265      0.000      0.000    0.00222    7.05010  e603a0ac-b50a-49ba-94e7-c8487de979d7  RTU
   429.846          71.618    -43.154   -113.095            1.966         3386.901      1.065      0.000      0.000    0.00338    7.01409  c190928b-6fde-4737-b38b-d6640dd3ce29  ACC
   437.700          70.573    -43.533   -113.213            2.105         3430.236      1.001      0.000      0.000    0.00206    7.43463  5bc781a5-30a8-496a-8919-d3a3bbe9e65a  PDU
   465.484          67.305    -45.278   -113.767            2.137         3629.385      1.136      0.000      0.000    0.00128    7.38916  59021d81-e300-48fb-805b-990b78d5406e  PLE2
   453.251          68.836    -44.553   -113.534            2.234         3546.602      1.136      0.000      0.000    0.00158    7.80638  fb72a6d7-379b-4d67-912e-df10bf793b11  PLE1
   418.555          72.819    -42.432   -112.876            2.193         3304.650      1.051      0.000      0.000    0.00408    7.84040  6eeaa09a-906e-4f96-a8c8-21bf581813b5  PLE3
   465.484          67.305    -45.278   -113.767            2.137         3629.385      1.136      0.000      0.000    0.00128    7.38916  f29cdd37-5183-4cf7-91b5-574dc6133dbb  PLE3a
   425.458          72.096    -42.873   -113.010            2.241         3354.926      1.095      0.000      0.000    0.00293    8.02271  56f0d198-bc1f-47a6-b695-7e804d590123  PLE3b
