#_______________________________________________________________________________
#    ######   ####     ##             #####   #####     ##    #    #    ##
#    #       #        #  #            #    #  #    #   #  #   ##  ##   #  #
#    #####    ####   ######           #    #  #####   ######  # ## #  ######
#    #            #  #    #           #    #  #    #  #    #  #    #  #    #
#____######__#####___#____#___________#####___#____#__#____#__#____#__#____#____
#
#              ESA Debris Risk Assessment and Mitigation Analysis
#
#                         ---- DRAMA ( SESAM r2.3.0 ) ----
#                                      ESA 2018
#
#                         final state of uncritical objects
#-------------------------------------------------------------------------------
# Filename      : uncriticalData.txt
# RunID         : PySara
# Content       : This file lists the uncritical objects (kin. energy < 15 J),
#                 computed by the DRAMA 3 Re-entry Analysis.
# Documentation : DRAMA Software User Manual, section OPERATIONS MANUAL / Normal operation / SARA / SARA Simulation Output / Re-entry simulation output
#
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#  Time [s]  Altitude [km]  Lat [deg]  Lon [deg]  Velocity [km/s]   Downrange [km]       Drag       Lift       Side    Knudsen       Mach                UniqueID                  Name
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  1587.107           7.569    -47.435   -114.492            0.013         3875.916      0.632      0.000      0.000    0.00000    0.03566  e603a0ac-b50a-49ba-94e7-c8487de979d7  RTU
  1104.419          18.055    -46.617   -114.211            0.021         3782.351      0.532      0.000      0.000    0.00000    0.06342  c190928b-6fde-4737-b38b-d6640dd3ce29  ACC
   443.107          71.725    -44.135   -113.402            4.789         3498.877      1.136      0.000      0.000    0.00477   14.56458  cf475c8e-4dd9-43c4-93e1-443e41ca045a  STR1
   443.107          71.725    -44.135   -113.402            4.789         3498.877      1.136      0.000      0.000    0.00477   14.56458  b96f24b8-3482-41b4-8ff7-10c9d0096fe0  STR2
   443.107          71.725    -44.135   -113.402            4.789         3498.877      1.136      0.000      0.000    0.00477   14.56458  d97c8a48-c211-4c49-8222-dd2e42cdea91  STR3
   384.666          76.600    -40.323   -112.256            6.962         3064.160      0.912      0.000      0.000    0.01421   21.46536  59d481ee-9a4a-46ff-a838-aae6a28c6260  Thrsts01
   384.666          76.600    -40.323   -112.256            6.962         3064.160      0.912      0.000      0.000    0.01421   21.46536  620e19a4-466b-4bba-a398-8f525affac3d  Thrsts02
   384.666          76.600    -40.323   -112.256            6.962         3064.160      0.912      0.000      0.000    0.01421   21.46536  c416fe56-926f-46db-b927-4be42a4d9065  Thrsts03
   384.666          76.600    -40.323   -112.256            6.962         3064.160      0.912      0.000      0.000    0.01421   21.46536  aeb11028-b76a-43cd-a9d4-ee683f1705fa  Thrsts04
   384.666          76.600    -40.323   -112.256            6.962         3064.160      0.912      0.000      0.000    0.01421   21.46536  6667d821-b59b-4463-ac0a-bbbe54856cd6  Thrsts05
   384.666          76.600    -40.323   -112.256            6.962         3064.160      0.912      0.000      0.000    0.01421   21.46536  abab9127-0b6e-4497-9b6b-b68ba946f31a  Thrsts06
   384.666          76.600    -40.323   -112.256            6.962         3064.160      0.912      0.000      0.000    0.01421   21.46536  665b0c33-d97a-48c7-94c9-0244f53f9b66  Thrsts07
   384.666          76.600    -40.323   -112.256            6.962         3064.160      0.912      0.000      0.000    0.01421   21.46536  7ecbb7cf-716a-48b1-9a41-06240e41c6b3  Thrsts08
   384.666          76.600    -40.323   -112.256            6.962         3064.160      0.912      0.000      0.000    0.01421   21.46536  64430daf-7a7f-4d86-a819-ffba0dc23fb2  Thrsts09
   384.666          76.600    -40.323   -112.256            6.962         3064.160      0.912      0.000      0.000    0.01421   21.46536  6e3d1bbb-13e9-4442-964d-844681a58ed3  Thrsts10
   384.666          76.600    -40.323   -112.256            6.962         3064.160      0.912      0.000      0.000    0.01421   21.46536  154facb8-7f48-4d67-90e6-840ed3871701  Thrsts11
   384.666          76.600    -40.323   -112.256            6.962         3064.160      0.912      0.000      0.000    0.01421   21.46536  4461046c-8760-4cb2-890e-6f23af75245d  Thrsts12
   406.929          74.944    -41.791   -112.684            6.239         3231.496      0.898      0.000      0.000    0.00806   19.11675  bee5e541-a026-4d56-9efc-2d0ff76a9365  PL4b1
   406.929          74.944    -41.791   -112.684            6.239         3231.496      0.898      0.000      0.000    0.00806   19.11675  63bdbfe0-5407-438d-b310-a798cd3ae679  PL4b2
   406.929          74.944    -41.791   -112.684            6.239         3231.496      0.898      0.000      0.000    0.00806   19.11675  b78c86b8-baea-46f4-bff5-e29a3c50d235  PL4b3
   409.356          74.753    -41.956   -112.734            6.346         3250.318      0.898      0.000      0.000    0.00783   19.35342  6a53677c-cbe4-409e-a37a-d7b94566fcde  PL4b4
  1117.238          19.045    -46.196   -114.069            0.021         3734.256      0.548      0.000      0.000    0.00000    0.06147  56f0d198-bc1f-47a6-b695-7e804d590123  PLE3b
