#_______________________________________________________________________________
#    ######   ####     ##             #####   #####     ##    #    #    ##
#    #       #        #  #            #    #  #    #   #  #   ##  ##   #  #
#    #####    ####   ######           #    #  #####   ######  # ## #  ######
#    #            #  #    #           #    #  #    #  #    #  #    #  #    #
#____######__#####___#____#___________#####___#____#__#____#__#____#__#____#____
#
#              ESA Debris Risk Assessment and Mitigation Analysis
#
#                         ---- DRAMA ( SESAM r2.3.0 ) ----
#                                      ESA 2018
#
#                         final state of uncritical objects
#-------------------------------------------------------------------------------
# Filename      : uncriticalData.txt
# RunID         : PySara
# Content       : This file lists the uncritical objects (kin. energy < 15 J),
#                 computed by the DRAMA 3 Re-entry Analysis.
# Documentation : DRAMA Software User Manual, section OPERATIONS MANUAL / Normal operation / SARA / SARA Simulation Output / Re-entry simulation output
#
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#  Time [s]  Altitude [km]  Lat [deg]  Lon [deg]  Velocity [km/s]   Downrange [km]       Drag       Lift       Side    Knudsen       Mach                UniqueID                  Name
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  2227.405           1.908    -46.716   -114.244            0.009         3793.655      0.539      0.000      0.000    0.00000    0.02564  f96060ed-428d-4fb5-8368-873633a99715  TCU
   417.301          73.323    -42.416   -112.871            6.125         3302.835      1.204      0.000      0.000    0.00476   20.93112  c819661c-34ef-46e7-b1eb-890ade42e3af  PCU
  1535.707          11.746    -45.564   -113.858            0.012         3661.986      0.467      0.000      0.000    0.00000    0.04098  ae939109-80e7-4590-ada6-8ab74859c3a8  BCDR
   404.300          74.474    -41.541   -112.610            5.890         3202.958      1.041      0.000      0.000    0.00486   20.30921  c0ddc3c0-47ce-435f-9deb-b33486eaf601  BCU
   418.100          73.217    -42.451   -112.882            5.826         3306.741      1.229      0.000      0.000    0.00412   20.02109  a68c82cf-50d9-4d72-b8e8-fb77b034ddcc  Decoder
   413.100          73.653    -42.113   -112.780            6.145         3268.240      0.976      0.000      0.000    0.00493   21.04311  0e801314-4be9-4a8e-8863-be55cd8972a8  MBU
   425.100          72.574    -42.926   -113.026            6.260         3360.904      1.111      0.000      0.000    0.00452   21.30637  9da080c0-a677-4e48-9413-7396776e2156  X-PND1
   432.100          71.915    -43.388   -113.168            5.828         3413.636      1.242      0.000      0.000    0.00403   19.89720  c287fba3-8bbe-4179-bca3-e0297868e371  TRU1
   425.100          72.574    -42.926   -113.026            6.260         3360.904      1.111      0.000      0.000    0.00452   21.30637  937ad039-148d-4738-aeef-7ba048002fe8  X-PND2
   432.100          71.915    -43.388   -113.168            5.828         3413.636      1.242      0.000      0.000    0.00403   19.89720  197bea65-bd7c-4823-addb-ea50438d3765  TRU2
