#_______________________________________________________________________________
#    ######   ####     ##             #####   #####     ##    #    #    ##
#    #       #        #  #            #    #  #    #   #  #   ##  ##   #  #
#    #####    ####   ######           #    #  #####   ######  # ## #  ######
#    #            #  #    #           #    #  #    #  #    #  #    #  #    #
#____######__#####___#____#___________#####___#____#__#____#__#____#__#____#____
#
#              ESA Debris Risk Assessment and Mitigation Analysis
#
#                         ---- DRAMA ( SESAM r2.3.0 ) ----
#                                      ESA 2018
#
#                         final state of ballooning objects
#-------------------------------------------------------------------------------
# Filename      : ballooningData.txt
# RunID         : PySara
# Content       : This file lists the ballooning objects,
#                 computed by the DRAMA 3 Re-entry Analysis.
# Documentation : DRAMA Software User Manual, section OPERATIONS MANUAL / Normal operation / SARA / SARA Simulation Output / Re-entry simulation output
#
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#  Time [s]  Altitude [km]  Lat [deg]  Lon [deg]  Velocity [km/s]   Downrange [km]       Drag       Lift       Side    Knudsen       Mach                UniqueID                  Name
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   481.539          66.832    -46.418   -114.146            2.328         3759.617      1.079      0.000      0.000    0.00091    7.16281  f96060ed-428d-4fb5-8368-873633a99715  TCU
   463.598          68.784    -45.257   -113.761            2.232         3626.968      0.934      0.000      0.000    0.00123    6.95004  ae939109-80e7-4590-ada6-8ab74859c3a8  BCDR
   443.078          71.162    -44.058   -113.377            2.356         3490.139      1.004      0.000      0.000    0.00211    7.49112  1f19522d-2f3c-43e6-a00c-b01d1ab94228  PPDU
   461.822          69.391    -45.312   -113.780            2.289         3633.266      1.154      0.000      0.000    0.00169    7.21310  56f33935-71e7-4b62-bc25-5f086ef8f008  CTU
   439.321          71.575    -43.832   -113.307            2.087         3464.370      1.001      0.000      0.000    0.00237    6.64499  5bc781a5-30a8-496a-8919-d3a3bbe9e65a  PDU
   467.173          68.831    -45.655   -113.892            2.242         3672.465      1.136      0.000      0.000    0.00158    7.02901  59021d81-e300-48fb-805b-990b78d5406e  PLE2
   455.550          70.053    -44.913   -113.650            2.185         3587.718      1.136      0.000      0.000    0.00187    6.90530  fb72a6d7-379b-4d67-912e-df10bf793b11  PLE1
   467.173          68.831    -45.655   -113.892            2.242         3672.465      1.136      0.000      0.000    0.00158    7.02901  f29cdd37-5183-4cf7-91b5-574dc6133dbb  PLE3a
