#_______________________________________________________________________________
#    ######   ####     ##             #####   #####     ##    #    #    ##
#    #       #        #  #            #    #  #    #   #  #   ##  ##   #  #
#    #####    ####   ######           #    #  #####   ######  # ## #  ######
#    #            #  #    #           #    #  #    #  #    #  #    #  #    #
#____######__#####___#____#___________#####___#____#__#____#__#____#__#____#____
#
#              ESA Debris Risk Assessment and Mitigation Analysis
#
#                         ---- DRAMA ( SESAM r2.3.0 ) ----
#                                      ESA 2018
#
#                         final state of ballooning objects
#-------------------------------------------------------------------------------
# Filename      : ballooningData.txt
# RunID         : PySara
# Content       : This file lists the ballooning objects,
#                 computed by the DRAMA 3 Re-entry Analysis.
# Documentation : DRAMA Software User Manual, section OPERATIONS MANUAL / Normal operation / SARA / SARA Simulation Output / Re-entry simulation output
#
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#  Time [s]  Altitude [km]  Lat [deg]  Lon [deg]  Velocity [km/s]   Downrange [km]       Drag       Lift       Side    Knudsen       Mach                UniqueID                  Name
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   432.375          71.875    -43.365   -113.161            2.454         3410.990      1.204      0.000      0.000    0.00384    8.25498  c819661c-34ef-46e7-b1eb-890ade42e3af  PCU
   432.880          71.766    -43.373   -113.163            2.304         3411.929      1.229      0.000      0.000    0.00332    7.76902  a68c82cf-50d9-4d72-b8e8-fb77b034ddcc  Decoder
   464.904          67.926    -45.229   -113.752            2.174         3623.821      1.265      0.000      0.000    0.00151    7.10168  e603a0ac-b50a-49ba-94e7-c8487de979d7  RTU
   427.848          72.218    -43.016   -113.053            2.293         3371.247      0.976      0.000      0.000    0.00398    7.76033  0e801314-4be9-4a8e-8863-be55cd8972a8  MBU
   442.837          70.757    -44.022   -113.366            2.067         3485.993      1.111      0.000      0.000    0.00347    6.91239  9da080c0-a677-4e48-9413-7396776e2156  X-PND1
   450.125          70.017    -44.510   -113.521            2.143         3541.756      1.242      0.000      0.000    0.00307    7.16022  c287fba3-8bbe-4179-bca3-e0297868e371  TRU1
   442.837          70.757    -44.022   -113.366            2.067         3485.993      1.111      0.000      0.000    0.00347    6.91239  937ad039-148d-4738-aeef-7ba048002fe8  X-PND2
   450.125          70.017    -44.510   -113.521            2.143         3541.756      1.242      0.000      0.000    0.00307    7.16022  197bea65-bd7c-4823-addb-ea50438d3765  TRU2
   453.852          69.254    -44.573   -113.540            2.251         3548.851      1.065      0.000      0.000    0.00243    7.42298  c190928b-6fde-4737-b38b-d6640dd3ce29  ACC
   421.341          72.875    -42.605   -112.928            2.463         3324.345      0.928      0.000      0.000    0.00439    8.30334  8dd6e192-40c1-4d95-82a7-e0edd97e769a  Gyro2
   421.341          72.875    -42.605   -112.928            2.463         3324.345      0.928      0.000      0.000    0.00439    8.30334  bb912958-2642-4cbc-b737-06295400219b  Gyro1
   433.555          71.607    -43.372   -113.163            2.175         3411.788      1.097      0.000      0.000    0.00369    7.31424  73aad817-0c8f-4729-8cfc-bdb457fa3af1  RWE1
   433.555          71.607    -43.372   -113.163            2.175         3411.788      1.097      0.000      0.000    0.00369    7.31424  cbd88e14-9f02-4477-ba19-2ae766ccf9c2  RWE2
   438.698          71.009    -43.668   -113.255            2.404         3445.611      1.051      0.000      0.000    0.00314    8.04715  6eeaa09a-906e-4f96-a8c8-21bf581813b5  PLE3
   439.741          71.168    -43.855   -113.314            2.110         3467.000      0.900      0.000      0.000    0.00297    7.08770  c5961bc0-58db-4518-85cb-9d7fef46573c  PL4a1
   439.741          71.168    -43.855   -113.314            2.110         3467.000      0.900      0.000      0.000    0.00297    7.08770  472587ed-e637-49d6-9630-2ab84943f807  PL4a2
   439.741          71.168    -43.855   -113.314            2.110         3467.000      0.900      0.000      0.000    0.00297    7.08770  d0247ab6-f3f0-4a2e-88f3-b40a9f9c2f8b  PL4a3
   439.741          71.168    -43.855   -113.314            2.110         3467.000      0.900      0.000      0.000    0.00297    7.08770  d7860001-2d1f-4f10-9b6b-132541453973  PL4a4
   447.855          69.957    -44.223   -113.429            2.537         3509.001      1.095      0.000      0.000    0.00217    8.41382  56f0d198-bc1f-47a6-b695-7e804d590123  PLE3b
