#_______________________________________________________________________________
#    ######   ####     ##             #####   #####     ##    #    #    ##
#    #       #        #  #            #    #  #    #   #  #   ##  ##   #  #
#    #####    ####   ######           #    #  #####   ######  # ## #  ######
#    #            #  #    #           #    #  #    #  #    #  #    #  #    #
#____######__#####___#____#___________#####___#____#__#____#__#____#__#____#____
#
#              ESA Debris Risk Assessment and Mitigation Analysis
#
#                         ---- DRAMA ( SESAM r2.3.0 ) ----
#                                      ESA 2018
#
#                         final state of ballooning objects
#-------------------------------------------------------------------------------
# Filename      : ballooningData.txt
# RunID         : PySara
# Content       : This file lists the ballooning objects,
#                 computed by the DRAMA 3 Re-entry Analysis.
# Documentation : DRAMA Software User Manual, section OPERATIONS MANUAL / Normal operation / SARA / SARA Simulation Output / Re-entry simulation output
#
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#  Time [s]  Altitude [km]  Lat [deg]  Lon [deg]  Velocity [km/s]   Downrange [km]       Drag       Lift       Side    Knudsen       Mach                UniqueID                  Name
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   422.443          72.346    -42.683   -112.952            2.190         3333.245      1.204      0.000      0.000    0.00412    7.89109  c819661c-34ef-46e7-b1eb-890ade42e3af  PCU
   422.803          72.264    -42.687   -112.953            2.460         3333.664      1.229      0.000      0.000    0.00357    8.82361  a68c82cf-50d9-4d72-b8e8-fb77b034ddcc  Decoder
   452.104          68.732    -44.390   -113.482            2.100         3528.015      1.265      0.000      0.000    0.00169    7.38883  e603a0ac-b50a-49ba-94e7-c8487de979d7  RTU
   418.274          72.686    -42.370   -112.857            2.214         3297.481      0.976      0.000      0.000    0.00427    8.01903  0e801314-4be9-4a8e-8863-be55cd8972a8  MBU
   432.114          71.276    -43.296   -113.139            2.227         3403.211      1.111      0.000      0.000    0.00374    8.01997  9da080c0-a677-4e48-9413-7396776e2156  X-PND1
   438.794          70.584    -43.736   -113.276            2.153         3453.410      1.242      0.000      0.000    0.00333    7.73458  c287fba3-8bbe-4179-bca3-e0297868e371  TRU1
   432.114          71.276    -43.296   -113.139            2.227         3403.211      1.111      0.000      0.000    0.00374    8.01997  937ad039-148d-4738-aeef-7ba048002fe8  X-PND2
   438.794          70.584    -43.736   -113.276            2.153         3453.410      1.242      0.000      0.000    0.00333    7.73458  197bea65-bd7c-4823-addb-ea50438d3765  TRU2
   442.069          69.953    -43.791   -113.293            2.108         3459.594      1.065      0.000      0.000    0.00267    7.48352  c190928b-6fde-4737-b38b-d6640dd3ce29  ACC
   412.504          73.293    -41.999   -112.746            2.344         3255.174      0.928      0.000      0.000    0.00467    8.51750  8dd6e192-40c1-4d95-82a7-e0edd97e769a  Gyro2
   412.504          73.293    -41.999   -112.746            2.344         3255.174      0.928      0.000      0.000    0.00467    8.51750  bb912958-2642-4cbc-b737-06295400219b  Gyro1
   423.515          72.116    -42.695   -112.955            2.408         3334.628      1.097      0.000      0.000    0.00397    8.70360  73aad817-0c8f-4729-8cfc-bdb457fa3af1  RWE1
   423.515          72.116    -42.695   -112.955            2.408         3334.628      1.097      0.000      0.000    0.00397    8.70360  cbd88e14-9f02-4477-ba19-2ae766ccf9c2  RWE2
   428.169          71.578    -42.962   -113.036            2.298         3365.024      1.051      0.000      0.000    0.00340    8.27447  6eeaa09a-906e-4f96-a8c8-21bf581813b5  PLE3
   436.718          70.595    -43.472   -113.194            2.180         3423.285      1.095      0.000      0.000    0.00237    7.77151  56f0d198-bc1f-47a6-b695-7e804d590123  PLE3b
