#_______________________________________________________________________________
#    ######   ####     ##             #####   #####     ##    #    #    ##
#    #       #        #  #            #    #  #    #   #  #   ##  ##   #  #
#    #####    ####   ######           #    #  #####   ######  # ## #  ######
#    #            #  #    #           #    #  #    #  #    #  #    #  #    #
#____######__#####___#____#___________#####___#____#__#____#__#____#__#____#____
#
#              ESA Debris Risk Assessment and Mitigation Analysis
#
#                         ---- DRAMA ( SESAM r2.3.0 ) ----
#                                      ESA 2018
#
#                         final state of ballooning objects
#-------------------------------------------------------------------------------
# Filename      : ballooningData.txt
# RunID         : PySara
# Content       : This file lists the ballooning objects,
#                 computed by the DRAMA 3 Re-entry Analysis.
# Documentation : DRAMA Software User Manual, section OPERATIONS MANUAL / Normal operation / SARA / SARA Simulation Output / Re-entry simulation output
#
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#  Time [s]  Altitude [km]  Lat [deg]  Lon [deg]  Velocity [km/s]   Downrange [km]       Drag       Lift       Side    Knudsen       Mach                UniqueID                  Name
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   414.511          73.626    -42.190   -112.803            2.505         3276.979      1.041      0.000      0.000    0.00428    8.41724  c0ddc3c0-47ce-435f-9deb-b33486eaf601  BCU
   430.156          72.130    -43.220   -113.116            2.364         3394.495      1.229      0.000      0.000    0.00350    7.92323  a68c82cf-50d9-4d72-b8e8-fb77b034ddcc  Decoder
   459.983          68.685    -45.005   -113.679            2.347         3598.224      1.265      0.000      0.000    0.00168    7.68144  e603a0ac-b50a-49ba-94e7-c8487de979d7  RTU
   446.442          70.543    -44.300   -113.454            2.043         3517.706      1.242      0.000      0.000    0.00331    6.79706  c287fba3-8bbe-4179-bca3-e0297868e371  TRU1
   446.442          70.543    -44.300   -113.454            2.043         3517.706      1.242      0.000      0.000    0.00331    6.79706  197bea65-bd7c-4823-addb-ea50438d3765  TRU2
   449.736          69.873    -44.372   -113.476            2.202         3525.920      1.065      0.000      0.000    0.00264    7.26120  c190928b-6fde-4737-b38b-d6640dd3ce29  ACC
   430.293          72.037    -43.197   -113.109            2.252         3391.868      1.097      0.000      0.000    0.00393    7.54866  73aad817-0c8f-4729-8cfc-bdb457fa3af1  RWE1
   430.293          72.037    -43.197   -113.109            2.252         3391.868      1.097      0.000      0.000    0.00393    7.54866  cbd88e14-9f02-4477-ba19-2ae766ccf9c2  RWE2
   435.424          71.467    -43.497   -113.202            2.180         3426.093      1.051      0.000      0.000    0.00335    7.28036  6eeaa09a-906e-4f96-a8c8-21bf581813b5  PLE3
   444.257          70.499    -44.037   -113.370            2.171         3487.709      1.095      0.000      0.000    0.00234    7.18721  56f0d198-bc1f-47a6-b695-7e804d590123  PLE3b
