#_______________________________________________________________________________
#    ######   ####     ##             #####   #####     ##    #    #    ##
#    #       #        #  #            #    #  #    #   #  #   ##  ##   #  #
#    #####    ####   ######           #    #  #####   ######  # ## #  ######
#    #            #  #    #           #    #  #    #  #    #  #    #  #    #
#____######__#####___#____#___________#####___#____#__#____#__#____#__#____#____
#
#              ESA Debris Risk Assessment and Mitigation Analysis
#
#                         ---- DRAMA ( SESAM r2.3.0 ) ----
#                                      ESA 2018
#
#                         final state of uncritical objects
#-------------------------------------------------------------------------------
# Filename      : uncriticalData.txt
# RunID         : PySara
# Content       : This file lists the uncritical objects (kin. energy < 15 J),
#                 computed by the DRAMA 3 Re-entry Analysis.
# Documentation : DRAMA Software User Manual, section OPERATIONS MANUAL / Normal operation / SARA / SARA Simulation Output / Re-entry simulation output
#
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#  Time [s]  Altitude [km]  Lat [deg]  Lon [deg]  Velocity [km/s]   Downrange [km]       Drag       Lift       Side    Knudsen       Mach                UniqueID                  Name
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   420.605          72.582    -42.575   -112.919            5.667         3320.882      1.204      0.000      0.000    0.00427   20.24752  c819661c-34ef-46e7-b1eb-890ade42e3af  PCU
   406.775          73.916    -41.649   -112.642            5.637         3215.272      1.041      0.000      0.000    0.00448   20.28483  c0ddc3c0-47ce-435f-9deb-b33486eaf601  BCU
  1417.024          13.689    -44.715   -113.583            0.014         3565.076      0.502      0.000      0.000    0.00000    0.04786  1f19522d-2f3c-43e6-a00c-b01d1ab94228  PPDU
   421.100          72.488    -42.589   -112.923            5.609         3322.456      1.229      0.000      0.000    0.00370   20.05606  a68c82cf-50d9-4d72-b8e8-fb77b034ddcc  Decoder
  1587.385           9.260    -45.982   -113.996            0.012         3709.833      0.577      0.000      0.000    0.00000    0.04112  56f33935-71e7-4b62-bc25-5f086ef8f008  CTU
   436.238          70.932    -43.591   -113.231            4.906         3436.814      1.242      0.000      0.000    0.00349   17.47764  c287fba3-8bbe-4179-bca3-e0297868e371  TRU1
   436.238          70.932    -43.591   -113.231            4.906         3436.814      1.242      0.000      0.000    0.00349   17.47764  197bea65-bd7c-4823-addb-ea50438d3765  TRU2
   426.100          72.234    -43.021   -113.055            6.946         3371.782      0.915      0.000      0.000    0.00182   24.58826  b9715501-449b-451c-a5a4-f4d9347e2f59  MTR1
   426.100          72.234    -43.021   -113.055            6.946         3371.782      0.915      0.000      0.000    0.00182   24.58826  84879cea-7d5c-4089-841e-3521c24c746a  MTR2
   426.100          72.234    -43.021   -113.055            6.946         3371.782      0.915      0.000      0.000    0.00182   24.58826  e7d005bd-2d30-4a52-9e61-1e8b09175adb  MTR3
   410.958          73.523    -41.930   -112.725            5.666         3247.328      1.004      0.000      0.000    0.00464   20.36712  0f2288de-76e2-422f-8b97-5b27ae9b0726  MRU
  1219.378          18.830    -44.415   -113.487            0.017         3530.851      0.501      0.000      0.000    0.00000    0.06026  5bc781a5-30a8-496a-8919-d3a3bbe9e65a  PDU
   410.745          73.506    -41.900   -112.716            5.525         3243.899      0.928      0.000      0.000    0.00483   19.84062  8dd6e192-40c1-4d95-82a7-e0edd97e769a  Gyro2
   410.745          73.506    -41.900   -112.716            5.525         3243.899      0.928      0.000      0.000    0.00483   19.84062  bb912958-2642-4cbc-b737-06295400219b  Gyro1
   414.100          73.258    -42.156   -112.793            5.954         3273.136      1.136      0.000      0.000    0.00556   21.33133  f846371b-1403-415a-b518-e78f9a87d5e8  STRE1
   414.100          73.258    -42.156   -112.793            5.954         3273.136      1.136      0.000      0.000    0.00556   21.33133  019e359a-7b6d-4e88-ae45-6c0cb1b9f231  STRE2
   414.100          73.258    -42.156   -112.793            5.954         3273.136      1.136      0.000      0.000    0.00556   21.33133  1c53a534-00ac-486c-b9b2-0e0baa3dd619  STRE3
   420.403          72.655    -42.581   -112.921            5.838         3321.565      1.136      0.000      0.000    0.00547   20.82826  cf475c8e-4dd9-43c4-93e1-443e41ca045a  STR1
   420.403          72.655    -42.581   -112.921            5.838         3321.565      1.136      0.000      0.000    0.00547   20.82826  b96f24b8-3482-41b4-8ff7-10c9d0096fe0  STR2
   420.403          72.655    -42.581   -112.921            5.838         3321.565      1.136      0.000      0.000    0.00547   20.82826  d97c8a48-c211-4c49-8222-dd2e42cdea91  STR3
   381.100          76.306    -40.027   -112.172            6.944         3030.509      0.911      0.000      0.000    0.01359   25.17532  59d481ee-9a4a-46ff-a838-aae6a28c6260  Thrsts01
   381.100          76.306    -40.027   -112.172            6.944         3030.509      0.911      0.000      0.000    0.01359   25.17532  620e19a4-466b-4bba-a398-8f525affac3d  Thrsts02
   381.100          76.306    -40.027   -112.172            6.944         3030.509      0.911      0.000      0.000    0.01359   25.17532  c416fe56-926f-46db-b927-4be42a4d9065  Thrsts03
   381.100          76.306    -40.027   -112.172            6.944         3030.509      0.911      0.000      0.000    0.01359   25.17532  aeb11028-b76a-43cd-a9d4-ee683f1705fa  Thrsts04
   381.100          76.306    -40.027   -112.172            6.944         3030.509      0.911      0.000      0.000    0.01359   25.17532  6667d821-b59b-4463-ac0a-bbbe54856cd6  Thrsts05
   381.100          76.306    -40.027   -112.172            6.944         3030.509      0.911      0.000      0.000    0.01359   25.17532  abab9127-0b6e-4497-9b6b-b68ba946f31a  Thrsts06
   381.100          76.306    -40.027   -112.172            6.944         3030.509      0.911      0.000      0.000    0.01359   25.17532  665b0c33-d97a-48c7-94c9-0244f53f9b66  Thrsts07
   381.100          76.306    -40.027   -112.172            6.944         3030.509      0.911      0.000      0.000    0.01359   25.17532  7ecbb7cf-716a-48b1-9a41-06240e41c6b3  Thrsts08
   381.100          76.306    -40.027   -112.172            6.944         3030.509      0.911      0.000      0.000    0.01359   25.17532  64430daf-7a7f-4d86-a819-ffba0dc23fb2  Thrsts09
   381.100          76.306    -40.027   -112.172            6.944         3030.509      0.911      0.000      0.000    0.01359   25.17532  6e3d1bbb-13e9-4442-964d-844681a58ed3  Thrsts10
   381.100          76.306    -40.027   -112.172            6.944         3030.509      0.911      0.000      0.000    0.01359   25.17532  154facb8-7f48-4d67-90e6-840ed3871701  Thrsts11
   381.100          76.306    -40.027   -112.172            6.944         3030.509      0.911      0.000      0.000    0.01359   25.17532  4461046c-8760-4cb2-890e-6f23af75245d  Thrsts12
  1777.950           5.716    -46.350   -114.119            0.011         3751.829      0.568      0.000      0.000    0.00000    0.03553  59021d81-e300-48fb-805b-990b78d5406e  PLE2
  1383.867          13.915    -45.532   -113.848            0.014         3658.350      0.568      0.000      0.000    0.00000    0.05010  fb72a6d7-379b-4d67-912e-df10bf793b11  PLE1
   427.446          71.905    -43.029   -113.057            4.747         3372.749      0.900      0.000      0.000    0.00330   17.06393  c5961bc0-58db-4518-85cb-9d7fef46573c  PL4a1
   427.446          71.905    -43.029   -113.057            4.747         3372.749      0.900      0.000      0.000    0.00330   17.06393  472587ed-e637-49d6-9630-2ab84943f807  PL4a2
   427.446          71.905    -43.029   -113.057            4.747         3372.749      0.900      0.000      0.000    0.00330   17.06393  d0247ab6-f3f0-4a2e-88f3-b40a9f9c2f8b  PL4a3
   427.446          71.905    -43.029   -113.057            4.747         3372.749      0.900      0.000      0.000    0.00330   17.06393  d7860001-2d1f-4f10-9b6b-132541453973  PL4a4
