object_number,drag,hf_global,hf_CT,hf_TR,hf_FM,mass,density
0,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,500.0,1.1728740714967565
1,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,33.0,1.1728740714967565
2,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,5.0,1.1728740714967565
3,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,19.0,1.1728740714967565
4,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,4.0,1.1728740714967565
5,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,13.0,1.1728740714967565
6,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,50.0,1.1728740714967565
7,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,50.0,1.1728740714967565
8,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,6.0,1.1728740714967565
9,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,17.0,1.1728740714967565
10,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,13.5,1.1728740714967565
11,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,4.0,1.1728740714967565
12,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,5.0,1.1728740714967565
13,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,6.7,1.1728740714967565
14,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,5.0,1.1728740714967565
15,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,6.7,1.1728740714967565
16,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,2.2,1.1728740714967565
17,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,2.2,1.1728740714967565
18,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,2.2,1.1728740714967565
19,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,3.5,1.1728740714967565
20,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,6.5,1.1728740714967565
21,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,11.3,1.1728740714967565
22,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,3.3,1.1728740714967565
23,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,3.3,1.1728740714967565
24,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,6.1,1.1728740714967565
25,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,6.1,1.1728740714967565
26,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,6.1,1.1728740714967565
27,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,4.5,1.1728740714967565
28,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,4.5,1.1728740714967565
29,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,3.3,1.1728740714967565
30,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,3.3,1.1728740714967565
31,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,3.3,1.1728740714967565
32,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,3.0,1.1728740714967565
33,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,3.0,1.1728740714967565
34,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,3.0,1.1728740714967565
35,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,20.0,1.1728740714967565
36,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,20.0,1.1728740714967565
37,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,20.0,1.1728740714967565
38,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,20.0,1.1728740714967565
39,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,0.3,1.1728740714967565
40,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,0.3,1.1728740714967565
41,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,0.3,1.1728740714967565
42,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,0.3,1.1728740714967565
43,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,0.3,1.1728740714967565
44,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,0.3,1.1728740714967565
45,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,0.3,1.1728740714967565
46,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,0.3,1.1728740714967565
47,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,0.3,1.1728740714967565
48,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,0.3,1.1728740714967565
49,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,0.3,1.1728740714967565
50,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,0.3,1.1728740714967565
51,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,18.0,1.1728740714967565
52,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,15.5,1.1728740714967565
53,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,5.3,1.1728740714967565
54,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,45.0,1.1728740714967565
55,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,6.283,1.1728740714967565
56,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,6.283,1.1728740714967565
57,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,6.283,1.1728740714967565
58,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,6.283,1.1728740714967565
59,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,1.9,1.1728740714967565
60,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,1.9,1.1728740714967565
61,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,1.9,1.1728740714967565
62,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,2.0,1.1728740714967565
63,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,18.0,1.1728740714967565
64,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,1.9,1.1728740714967565
65,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,8.0,1.1728740714967565
66,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,50.0,1.1728740714967565
67,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,67.512,1.1728740714967565
68,1.0,1.0,0.7351232659645323,0.9843736439995991,0.9302594740057727,67.512,1.1728740714967565
