index,c1D,c2D,tot_c2D,f1D,f2D,area,mass,n_frags,lat_min,lat_max,lon_min,lon_max,drag,heat_flux,heat_flux_CT,heat_flux_TR,heat_flux_FM,density
source_0829_133953_300_124,4.2874379762969664e-05,0.0,0.0,2.0353029129394073e-05,0.0,15.12956827694223,110.49400242374942,9,-53.04671032282258,-37.79794512782553,-116.63552296627272,-111.54603869572307,1.0,1.0,1.230404993642659,0.7695631664275352,0.9450491662271433,0.9942921197100166
source_0829_133953_300_125,1.3517200927864861e-05,0.0,0.0,1.3077062503752401e-05,0.0,20.921848573623517,170.08675267117707,15,-51.91577340529838,-38.19515886278343,-116.16242234629118,-111.65147500113125,1.0,1.0,0.9663071224738002,1.0673801798825626,1.0523836758587737,1.1684340182298971
source_0829_133953_300_126,1.0893109729701498e-05,0.0,0.0,9.70591524529496e-06,0.0,17.163580639699056,139.69578900476603,12,-53.00552273885428,-38.13075396534715,-116.61691714203495,-111.63546653754594,1.0,1.0,1.1598256529755524,0.7274930231084313,1.021036144009197,1.0166706400069052
source_0829_133953_300_127,9.57167070315984e-06,0.0,0.0,9.437122295952172e-06,0.0,20.921848573623517,179.00020918019484,15,-52.20959870925136,-38.63085737375302,-116.28303256232194,-111.77021127637325,1.0,1.0,0.927825306308171,0.9664853904766733,1.0257573078452018,1.1245699077243383
source_0829_133953_300_128,2.4518060726694833e-05,0.0,0.0,2.3999396677187868e-05,0.0,18.759570589384353,151.59914871924613,13,-52.26171234768609,-37.92251641270889,-116.304569582807,-111.57837469545855,1.0,1.0,1.0680168413805573,1.0265790957450693,0.9856176687566863,1.117030722819198
source_0829_133953_300_129,6.100239583059503e-06,0.0,0.0,5.942053637464362e-06,0.0,18.759570589384353,145.60777282332504,13,-54.28767858800421,-38.825321415287455,-117.17833935454802,-111.8256957825562,1.0,1.0,1.1022692574571193,0.9290203775986332,1.0538774646794575,0.8715452222894335
source_0829_133953_300_13,7.656653220931655e-06,0.0,0.0,3.061637593448907e-07,0.0,15.12956827694223,98.9210897695645,9,-53.92812035331458,-37.54206553486152,-117.01970339324104,-111.47819197854764,1.0,1.0,1.271090791358741,1.1965669230816307,0.9798686184700771,0.8807934625773871
source_0829_133953_300_130,2.2074641982442593e-06,0.0,0.0,1.9594246516430047e-06,0.0,26.394535880289972,254.24596292799242,21,-52.362599414934145,-39.695571818816816,-116.34639120169629,-112.06437087596828,1.0,1.0,0.7593158589580464,0.5823176567271168,1.0607969601316405,1.1026317163005919
source_0829_133953_300_131,5.797926548470536e-06,0.0,0.0,5.752530640279474e-06,0.0,19.903104111114015,164.3857606451509,14,-53.37982310269547,-38.83266982519817,-116.77770754044865,-111.82654950678373,1.0,1.0,0.9551834031021944,1.2625739453029081,1.0437769256108718,0.9709666017194709
source_0829_133953_300_132,2.7051361091775866e-06,0.0,0.0,1.937658226203176e-06,0.0,25.516202713087875,217.58756835340674,20,-53.15733545432808,-39.37759095920077,-116.68183235916163,-111.97654451317261,1.0,1.0,0.7920947342973619,1.4144738397037568,1.0648233503025497,0.9977939702976222
source_0829_133953_300_133,1.2222759740995075e-05,0.0,0.0,1.2174028722888863e-05,0.0,20.921848573623517,184.74910870244403,15,-52.47236124196978,-38.68669752021805,-116.39208285281438,-111.78557611106936,1.0,1.0,0.8827747154894662,1.2783234095083063,1.042972243593994,1.0872573198157922
source_0829_133953_300_134,3.705745281178733e-05,0.0,0.0,1.95163237655116e-05,0.0,15.12956827694223,111.46605153200541,9,-52.88522758774686,-37.76796609470592,-116.5667271184528,-111.53785001091126,1.0,1.0,1.2275904478345336,0.741481170458778,0.9350814425457862,1.0155303122899804
source_0829_133953_300_135,4.4208914219358964e-06,0.0,0.0,3.661990669923121e-06,0.0,26.394535880289972,260.2812646552925,21,-52.28222777629041,-39.64762629716114,-116.31306072473379,-112.05085427033694,1.0,1.0,0.7420513827656854,0.6825672981329924,1.0575179610907086,1.1140819208734016
source_0829_133953_300_136,9.692781538056217e-06,0.0,0.0,5.809253474042819e-06,0.0,17.163580639699056,110.64886315208867,12,-52.63456020889814,-37.29233221251762,-116.46083671713575,-111.41047260938247,1.0,1.0,1.2238905077424465,1.0730790120288023,0.9530712304068946,1.049503081272397
source_0829_133953_300_137,1.821883203025226e-05,0.0,0.0,3.271664042903133e-06,0.0,12.905025756461974,92.98737180607196,7,-53.71846910589557,-37.95724753653151,-116.92743952981797,-111.58975205819584,1.0,1.0,1.2965167378422215,0.6179585224359705,1.0781511133111032,0.8987791045090455
source_0829_133953_300_138,1.925567039279346e-06,0.0,0.0,1.6645681083504726e-06,0.0,20.921848573623517,179.591915702631,15,-53.37092543296049,-39.311989759238195,-116.77385647757812,-111.95880964215633,1.0,1.0,0.9012420397833386,1.02955413723969,1.024156897099219,0.9720196608753726
source_0829_133953_300_139,3.7155141039580665e-06,0.0,0.0,3.6122597222298936e-06,0.0,26.394535880289972,234.4152580549554,21,-54.17353353663944,-40.21014224895114,-117.1271112943016,-112.21098473474612,1.0,1.0,0.7307916915027098,1.4453754471960423,0.9764211177245219,0.8832145291239379
source_0829_133953_300_14,3.553811413650216e-05,0.0,0.0,3.53805738951829e-05,0.0,19.903104111114015,160.11738537881286,14,-51.27883134920009,-37.762478280370935,-115.90564357909501,-111.53446455823365,1.0,1.0,1.035495423586184,0.8530798121879967,1.0415735791019096,1.2719761805321963
source_0829_133953_300_140,9.333011353388238e-06,0.0,0.0,8.746506473755744e-06,0.0,26.394535880289972,240.67197147422445,21,-51.62325358533,-39.04710680134684,-116.04371301118209,-111.88362282967012,1.0,1.0,0.7943212199666292,0.7524405961371647,1.0220601727945857,1.214489300039719
source_0829_133953_300_141,4.410870933428165e-06,0.0,0.0,4.38141268288561e-06,0.0,18.759570589384353,153.95087952626423,13,-53.33132389435969,-38.40530636729518,-116.75673308191767,-111.70976606519132,1.0,1.0,1.0135957505406494,1.3528713281849885,1.015658386189987,0.9767268694724756
source_0829_133953_300_142,4.800473234282469e-06,0.0,0.0,5.847154360694162e-07,0.0,17.163580639699056,114.68545070714762,12,-52.84760631119321,-37.10717163947672,-116.55059443969604,-111.36134937694938,1.0,1.0,1.208790848340286,1.3730313226132898,0.9957821542857072,1.023778639571319
source_0829_133953_300_143,2.1614115775815154e-06,0.0,0.0,2.0825810536084788e-06,0.0,26.394535880289972,262.66942875847434,21,-54.43006884439178,-40.978640989303756,-117.2426003329468,-112.43082336505216,1.0,1.0,0.7082064447186369,0.572131374163901,1.0842192065008223,0.8572915272537408
source_0829_133953_300_144,4.2554280189676315e-06,0.0,0.0,4.2242489254329385e-06,0.0,18.759570589384353,155.5793350895567,13,-53.77451544936605,-38.904174942991226,-116.949991237591,-111.84670013422223,1.0,1.0,1.010510256159324,1.1013849547783665,1.0015505662471829,0.925844976586547
source_0829_133953_300_145,4.632360512726883e-06,0.0,0.0,4.355029185054704e-06,0.0,22.756498676983437,195.60246283676696,17,-52.56201807087216,-38.9733927721102,-116.42955422840228,-111.86433303351448,1.0,1.0,0.8539573866592018,1.1697007990805786,1.0313280110124068,1.0749195860864185
source_0829_133953_300_146,1.0614834137165698e-05,0.0,0.0,6.294281113206068e-06,0.0,18.759570589384353,141.51015257691157,13,-52.855696257874506,-37.573365034652326,-116.5532428768235,-111.48519067443678,1.0,1.0,1.122894738066232,1.3421827947256384,1.0776864351858957,1.0358566054690417
source_0829_133953_300_147,9.287752420084794e-06,0.0,0.0,9.168011516957897e-06,0.0,18.759570589384353,158.58270045744158,13,-52.8010229636162,-38.74600758006022,-116.53010502684866,-111.80256664873808,1.0,1.0,1.0449209837532276,0.5803932350696702,1.0843844007124315,1.0429828815702586
source_0829_133953_300_148,2.5300284971378728e-05,0.0,0.0,6.253786694943031e-06,0.0,17.163580639699056,123.28362475437247,12,-52.00497625923476,-36.85597672145999,-116.19908618097351,-111.29426760908913,1.0,1.0,1.1863486846157834,1.3089834169587324,0.9827857882360286,1.1510954341036754
source_0829_133953_300_149,6.090819091524462e-06,0.0,0.0,5.906356145835012e-06,0.0,18.759570589384353,151.3777127504713,13,-53.35404632304096,-38.24264535732842,-116.76655451519387,-111.66559396819247,1.0,1.0,1.028050399532252,1.4418560817905803,0.9625698221396889,0.9740217366904731
source_0829_133953_300_15,7.993397485602356e-06,0.0,0.0,7.897604161311023e-06,0.0,18.759570589384353,154.88687845887205,13,-53.03353325369333,-38.57985011087909,-116.62886308524955,-111.75727335089142,1.0,1.0,1.0429664007283985,0.8864179642350226,0.9054523166619579,1.013172963537397
source_0829_133953_300_150,2.4362303200980254e-06,0.0,0.0,2.393956911594941e-06,0.0,19.903104111114015,166.19816123945955,14,-54.03650033500424,-39.339479441705635,-117.06594405281665,-111.96709943353117,1.0,1.0,0.9408059794768671,1.1679814203344283,0.9465953000119739,0.8975307702105145
source_0829_133953_300_151,6.391024135567561e-06,0.0,0.0,6.259932752827879e-06,0.0,20.921848573623517,173.17892593010595,15,-51.99863551937007,-38.26242621755997,-116.19629473979008,-111.66971863222619,1.0,1.0,0.9450710547224158,1.1448153266609633,0.9828010919232525,1.155824662824961
source_0829_133953_300_152,1.8728173290919797e-06,0.0,0.0,1.777102905387018e-06,0.0,23.68248997936912,212.41144590691044,18,-54.32658468653241,-40.17039073894516,-117.19585992393654,-112.20004605314686,1.0,1.0,0.7998692935455969,1.184307403626781,0.9375838848212432,0.8676161893752985
source_0829_133953_300_153,1.7133387710452622e-06,0.0,0.0,1.6583649738999284e-06,0.0,20.921848573623517,199.26750484800857,15,-52.64528897168121,-39.44459822816741,-116.46447713658772,-111.99492556594114,1.0,1.0,0.8762030424219955,0.5329020767688355,0.9949741261059569,1.0636417957253002
source_0829_133953_300_154,1.7229853831703422e-06,0.0,0.0,1.6952923881374815e-06,0.0,18.759570589384353,161.36864208134915,13,-53.6855480178786,-39.312895252013334,-116.91090676189229,-111.95962642919673,1.0,1.0,1.0060284369021122,0.6305891068840794,1.0108911350707817,0.9357521779366159
source_0829_133953_300_155,8.878332848124771e-06,0.0,0.0,1.7072972418041843e-06,0.0,17.163580639699056,113.94472960563459,12,-52.0037004157739,-36.644737149498944,-116.19887789579985,-111.23875598070693,1.0,1.0,1.2058928211409912,1.4059443714921867,1.0778150780693216,1.1448816046834547
source_0829_133953_300_156,5.976762691843914e-06,0.0,0.0,2.116780820626829e-06,0.0,15.12956827694223,109.45500893926007,9,-52.80258511557487,-37.39586831298549,-116.53173221384134,-111.43818653859383,1.0,1.0,1.2272972926821724,1.0395923959708797,1.0572535110909356,1.0258585739838095
