index,c1D,c2D,tot_c2D,f1D,f2D,area,mass,n_frags,lat_min,lat_max,lon_min,lon_max,drag,heat_flux,heat_flux_CT,heat_flux_TR,heat_flux_FM,density
source_0829_133953_300_110,2.2262778142028766e-06,0.0,0.0,2.192057419803106e-06,0.0,17.163580639699056,146.7743164803435,12,-54.61266918696582,-39.2243753501319,-117.32559364629122,-111.93608614953796,1.0,1.0,1.0938759437934098,0.7130116253761709,1.0662048689946189,0.8395021895635915
source_0829_133953_300_111,1.9888298394464375e-06,0.0,0.0,1.8844350267999133e-06,0.0,23.68248997936912,210.67234957473462,18,-53.36275031588812,-39.46152447553617,-116.77031918557739,-112.00013571196179,1.0,1.0,0.8112179873704111,1.3482910102070629,0.9086524086795199,0.9729889639604212
source_0829_133953_300_112,1.5546934120277996e-05,0.0,0.0,1.5256638754124197e-05,0.0,18.759570589384353,150.80627396137749,13,-52.96785805256948,-38.145362902882,-116.60087323897784,-111.63904308030918,1.0,1.0,1.0532988485266335,1.2219357030274316,0.9836874391156929,1.0214698866032925
source_0829_133953_300_113,7.0543750298039195e-06,0.0,0.0,6.995417413224736e-06,0.0,18.759570589384353,154.16509081798802,13,-52.834764875897775,-38.33673054642307,-116.54437968148689,-111.69084468709256,1.0,1.0,1.041956609153694,1.032190420221732,1.0769953742704441,1.0385811767060846
source_0829_133953_300_114,6.167848484882862e-06,0.0,0.0,6.138191012250438e-06,0.0,18.759570589384353,154.94763726000747,13,-53.05224304958364,-38.347806001078105,-116.63685205945538,-111.69392904993222,1.0,1.0,1.016460730252401,1.2566963713865134,0.9229776293391599,1.0108264599123016
source_0829_133953_300_115,9.69844393209466e-06,0.0,0.0,9.145160808410324e-06,0.0,17.163580639699056,135.8569113370832,12,-54.13055078857847,-38.754765473437004,-117.10824958523989,-111.80643458085163,1.0,1.0,1.1632175590313225,0.6094322075750866,0.9270211417756121,0.8834129346122752
source_0829_133953_300_116,1.950502612967132e-06,0.0,0.0,1.6760223917611228e-06,0.0,25.516202713087875,222.758639071731,20,-52.71326918981014,-39.46343880416603,-116.49307383104838,-112.00009965192439,1.0,1.0,0.812592621509899,0.8973394051139689,1.0367705750613725,1.0545557254627191
source_0829_133953_300_117,4.309740360310004e-06,0.0,0.0,4.182908230343507e-06,0.0,17.163580639699056,139.09511024969737,12,-54.438047620472446,-39.00538198163166,-117.24644372121098,-111.87558437456676,1.0,1.0,1.1521453035208746,0.5403080773101382,1.0177742260562432,0.8540516637863083
source_0829_133953_300_118,1.205819512493188e-05,0.0,0.0,7.81217271239587e-06,0.0,15.12956827694223,106.53102974736092,9,-52.72113157004778,-37.28815019106109,-116.49742489654201,-111.40947080610658,1.0,1.0,1.2348466730865357,1.0712670393414738,0.9090728356409419,1.034792904730073
source_0829_133953_300_119,4.964476838033433e-06,0.0,0.0,4.3074430622347393e-07,0.0,15.12956827694223,103.5528238377488,9,-53.878147900206784,-37.42717993923347,-116.99731282578786,-111.4473461216614,1.0,1.0,1.2513697768551564,1.3581000960872511,0.9743021255210993,0.890691465730951
source_0829_133953_300_12,6.547662067085316e-06,0.0,0.0,3.4682570234645382e-06,0.0,15.12956827694223,94.68421166294192,9,-52.39671465607414,-37.48351811322464,-116.36200200820053,-111.46151174211742,1.0,1.0,1.2764599504986627,0.6080338052676767,0.9617106129988174,1.0687235112459015
source_0829_133953_300_120,1.2488613916225144e-05,0.0,0.0,1.579450535915683e-06,0.0,15.12956827694223,89.86976922795313,9,-52.76794203929041,-36.93786444382561,-116.51787656677044,-111.31686035048249,1.0,1.0,1.2877649660848989,1.185181915523341,0.9488162373117253,1.013707771630904
source_0829_133953_300_121,5.941832688417862e-06,0.0,0.0,4.025722674882992e-06,0.0,15.12956827694223,111.2741894021777,9,-53.54439233850055,-38.263094133732054,-116.85041885977107,-111.67211353338391,1.0,1.0,1.2357883591556238,0.5147103729772873,0.9007315760725197,0.9331531931963052
source_0829_133953_300_122,4.80137390030989e-06,0.0,0.0,4.750729121760777e-06,0.0,19.903104111114015,173.04296055923152,14,-52.51996013704754,-38.974802102833856,-116.41195886419409,-111.86499923310562,1.0,1.0,0.9754273864388324,0.5233018581111185,0.9488762683689206,1.0806835633083927
source_0829_133953_300_123,1.548486681865843e-05,0.0,0.0,1.435135714522584e-05,0.0,17.163580639699056,141.17211332953812,12,-52.96239398972739,-38.147811203213784,-116.59854778208357,-111.64001545490565,1.0,1.0,1.1483175331859843,0.7497524798676117,0.9688646825189609,1.0221440012406866
