#_______________________________________________________________________________
#    ######   ####     ##             #####   #####     ##    #    #    ##
#    #       #        #  #            #    #  #    #   #  #   ##  ##   #  #
#    #####    ####   ######           #    #  #####   ######  # ## #  ######
#    #            #  #    #           #    #  #    #  #    #  #    #  #    #
#____######__#####___#____#___________#####___#____#__#____#__#____#__#____#____
#
#              ESA Debris Risk Assessment and Mitigation Analysis
#
#                         ---- DRAMA ( SESAM r2.3.0 ) ----
#                                      ESA 2018
#
#                         final state of uncritical objects
#-------------------------------------------------------------------------------
# Filename      : uncriticalData.txt
# RunID         : PySara
# Content       : This file lists the uncritical objects (kin. energy < 15 J),
#                 computed by the DRAMA 3 Re-entry Analysis.
# Documentation : DRAMA Software User Manual, section OPERATIONS MANUAL / Normal operation / SARA / SARA Simulation Output / Re-entry simulation output
#
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#  Time [s]  Altitude [km]  Lat [deg]  Lon [deg]  Velocity [km/s]   Downrange [km]       Drag       Lift       Side    Knudsen       Mach                UniqueID                  Name
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  1259.508          17.248    -45.206   -113.742            0.017         3621.183      0.632      0.000      0.000    0.00000    0.05746  e603a0ac-b50a-49ba-94e7-c8487de979d7  RTU
   434.550          71.373    -43.564   -113.222            6.258         3433.692      0.915      0.000      0.000    0.00161   22.05694  b9715501-449b-451c-a5a4-f4d9347e2f59  MTR1
   434.550          71.373    -43.564   -113.222            6.258         3433.692      0.915      0.000      0.000    0.00161   22.05694  84879cea-7d5c-4089-841e-3521c24c746a  MTR2
   434.550          71.373    -43.564   -113.222            6.258         3433.692      0.915      0.000      0.000    0.00161   22.05694  e7d005bd-2d30-4a52-9e61-1e8b09175adb  MTR3
   922.907          27.692    -44.521   -113.522            0.029         3542.955      0.532      0.000      0.000    0.00001    0.09878  c190928b-6fde-4737-b38b-d6640dd3ce29  ACC
  1735.412           6.351    -45.190   -113.735            0.011         3619.265      0.501      0.000      0.000    0.00000    0.03606  5bc781a5-30a8-496a-8919-d3a3bbe9e65a  PDU
   420.683          72.593    -42.567   -112.916            4.593         3319.946      1.136      0.000      0.000    0.00503   16.47279  f846371b-1403-415a-b518-e78f9a87d5e8  STRE1
   420.683          72.593    -42.567   -112.916            4.593         3319.946      1.136      0.000      0.000    0.00503   16.47279  019e359a-7b6d-4e88-ae45-6c0cb1b9f231  STRE2
   420.683          72.593    -42.567   -112.916            4.593         3319.946      1.136      0.000      0.000    0.00503   16.47279  1c53a534-00ac-486c-b9b2-0e0baa3dd619  STRE3
   427.580          71.910    -43.026   -113.056            4.682         3372.303      1.136      0.000      0.000    0.00490   16.70084  cf475c8e-4dd9-43c4-93e1-443e41ca045a  STR1
   427.580          71.910    -43.026   -113.056            4.682         3372.303      1.136      0.000      0.000    0.00490   16.70084  b96f24b8-3482-41b4-8ff7-10c9d0096fe0  STR2
