#_______________________________________________________________________________
#    ######   ####     ##             #####   #####     ##    #    #    ##
#    #       #        #  #            #    #  #    #   #  #   ##  ##   #  #
#    #####    ####   ######           #    #  #####   ######  # ## #  ######
#    #            #  #    #           #    #  #    #  #    #  #    #  #    #
#____######__#####___#____#___________#####___#____#__#____#__#____#__#____#____
#
#              ESA Debris Risk Assessment and Mitigation Analysis
#
#                         ---- DRAMA ( SESAM r2.3.0 ) ----
#                                      ESA 2018
#
#                         final state of ballooning objects
#-------------------------------------------------------------------------------
# Filename      : ballooningData.txt
# RunID         : PySara
# Content       : This file lists the ballooning objects,
#                 computed by the DRAMA 3 Re-entry Analysis.
# Documentation : DRAMA Software User Manual, section OPERATIONS MANUAL / Normal operation / SARA / SARA Simulation Output / Re-entry simulation output
#
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#  Time [s]  Altitude [km]  Lat [deg]  Lon [deg]  Velocity [km/s]   Downrange [km]       Drag       Lift       Side    Knudsen       Mach                UniqueID                  Name
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   445.929          69.085    -43.982   -113.352            2.095         3481.455      1.265      0.000      0.000    0.00177    7.68337  e603a0ac-b50a-49ba-94e7-c8487de979d7  RTU
   413.922          72.873    -42.068   -112.766            2.218         3263.090      0.976      0.000      0.000    0.00439    8.36309  0e801314-4be9-4a8e-8863-be55cd8972a8  MBU
   427.168          71.484    -42.954   -113.034            2.162         3364.135      1.111      0.000      0.000    0.00385    8.10982  9da080c0-a677-4e48-9413-7396776e2156  X-PND1
   433.347          70.825    -43.364   -113.160            1.829         3410.896      1.242      0.000      0.000    0.00344    6.82958  c287fba3-8bbe-4179-bca3-e0297868e371  TRU1
   427.168          71.484    -42.954   -113.034            2.162         3364.135      1.111      0.000      0.000    0.00385    8.10982  937ad039-148d-4738-aeef-7ba048002fe8  X-PND2
   433.347          70.825    -43.364   -113.160            1.829         3410.896      1.242      0.000      0.000    0.00344    6.82958  197bea65-bd7c-4823-addb-ea50438d3765  TRU2
   436.265          70.266    -43.410   -113.174            2.256         3416.154      1.065      0.000      0.000    0.00279    8.35367  c190928b-6fde-4737-b38b-d6640dd3ce29  ACC
   408.372          73.462    -41.715   -112.661            2.209         3222.836      0.928      0.000      0.000    0.00479    8.30700  8dd6e192-40c1-4d95-82a7-e0edd97e769a  Gyro2
   408.372          73.462    -41.715   -112.661            2.209         3222.836      0.928      0.000      0.000    0.00479    8.30700  bb912958-2642-4cbc-b737-06295400219b  Gyro1
   418.918          72.324    -42.377   -112.859            2.256         3298.279      1.097      0.000      0.000    0.00410    8.49905  73aad817-0c8f-4729-8cfc-bdb457fa3af1  RWE1
   418.918          72.324    -42.377   -112.859            2.256         3298.279      1.097      0.000      0.000    0.00410    8.49905  cbd88e14-9f02-4477-ba19-2ae766ccf9c2  RWE2
   423.210          71.817    -42.626   -112.934            2.364         3326.735      1.051      0.000      0.000    0.00352    8.87095  6eeaa09a-906e-4f96-a8c8-21bf581813b5  PLE3
   431.134          70.886    -43.107   -113.081            2.443         3381.536      1.095      0.000      0.000    0.00247    9.08863  56f0d198-bc1f-47a6-b695-7e804d590123  PLE3b
